sentence	label
لأ لأ الأوريو بتاعنا مصري حلال	0
مافي اي خطورة شكلها للأسف	0
يا امين صلي على النبي قلو ١٠٠٠٠٠تكفيريين في صفاقس	1
ماسط بليد مارزن ز ام ملايكتو هو امين شكارة وقارة هزو وامشي ن الله لا يردكم وخلي يرجع الفرطاس نوفل والله طيارة عليك ويا ليت ترجع مية القصوري	1
ارتفاع عدد النساء العازبات في تونس إلى أكثر من مليون امرأة	1
يا بعد حي والأجدادي أرحم اللي صابته عله لو ذبحني يا عوض عادي من يحاسب يا عوض خله يا عوض هو غايه مرادي لا تبسم والعين تدله	0
امين يارب وجميع مرضى المسلمين	0
تفوووووووه على زمن أصبح فيه الطحانة يطالبون بحقوقهم	1
محلاها أما تحسها تزوي برشا كي تبدى تحكي	1
احسن قناة تونسية	1
تظاهر أنك بخير مهما عصفت بك الحياة فالكتمان أجمل بكثير من شفقة الآخرين عليك	0
انا عجبتني برشا و مازالت مبتدئة لازم نشجعوهاا ربي معااك محلاك	1
وجيهة ممثلة تحفونة ونظيفة برشا	1
في شي غلط بالصورة	0
سيفضح العمر ماكن ا كتمناه ويعلم الناس كم أودت بنا آه ماالشيب الا حنين كان في دمنا وما التجاعيد إلا ما حبسناه	0
جبالك الرواسي ولاعبدك الثقيل يا فرطاس يا تافه قالو عامل حزب صوت الفنانين و عيلتو ما صوتولوش ههههه يا فااااااشل	1
قربو قربو ههههه والله نسمع القصف إلى بيتنا وعاد الحوثة منكرين هههههه	0
محلاكم ربي هنيكم	1
روع المسلسل	1
معلم	1
بيان كوبلربخصوص رفض مجلس الدواب في للمادة الثامنة في إتفاق الصخيرات يعتبرموافقة مبطنة لإلغاءهذه المادة	0
للاشقاء الكويتيين طابت ديرتكم في عيدها وأدام الله عليكم وعلينا نعمة الأمن والأمانpic	0
كيما عودنا باش يقطعنا ضحك	1
سامي محلاه المسلسل	1
لعب معي ٤٧ مباراه سجل ٢٠pic	0
جعفر القاسمي إنسان مثقف خفيف الدم الله ينجحو	1
الرد السريع طبع فيني مب حب لك	0
تعجبني بااااررشا	1
بالتوفيق للملوك في مباراة اليومpic	0
مسلسل فاسد وشهر رمضان مايجوش مع بعضهم فيقوا على وضعكم	1
حمد الله ع السلامة دي بني سويف نورت والله	0
مايجيش رابور حتى بالفلوس	1
عليه افضل الصلاة واتم التسليم	0
عاد معنا غير العرضيات الغبية	0
عنك حق عالم زباله	0
وهب الأمير مالايملك وسورية على انوفكم	0
أعجبني فيديو على حط ايدك بديه غسان الشامي اصدار لوحة	0
مخيب وجوهكم شلايك	1
الحمد لله تونس مازال فيها رجال كيف أحمد ووليد	1
لاتك ن ضعيفا وتجعل رحيل البعض نقطة نهايتك	0
ياسر ماسط	1
سلطانة التلفازة	1
أستغفر الله العظيم	1
الله يحميكم	1
ان واحدة تتحجب و تمسح صورها القديمة و قولنا ماشي انما تكون محجبة و تخلح الحجاب و تمسح صورها القديمة بيه جديدة دي بس براحتها يعني انا مش جادجمنتال إطلاقا انا ساخر فقط	0
توفيق الغربي وسخ اعلامي و ثقافي و سياسي	1
تونسي ولد حومة و نظيف	1
	1
ماااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااسط وربي يهديكم امسط حلقه بطاله وروتين وارهاب وزيد توفيق الغربي	1
بورحولية الراجل هذا وقفلي مخي كيفاه يحب يرجع بن علي تي مالا وعلاه احنا عملانا ثورة	1
لطفي يطحن للنداء و شكيب يطحن للنهضة و عاشت تونس حرة مستقلة	1
شقنوسة برشا و ناقصة غلوة	1
انا حضرته اول ما نزل فيلم ما بيستاهل كل هالضجة	0
ياسمير برنامجك فقد الصلوحية بطرية اوفات وسمير ولا وافي الانك بكل موضوعية سقطت في الردائة	1
يعجبني برشا ياسر متثثف و يعرف يحكي انشاأالله ناس كل كيفك	1
هوب هوب هوب باقي ترم لسه	0
عودي و لاقينا لإنه الطريق توهان	0
على حسب بقالك ايه عايشة التجربة	0
يارب لا يارب لا يارب لا م يصير دا الشي يارب	0
كتير ممتازة	1
حقو اسمو الماصطة هههه	1
لاتزيد المواجع خلتي خلني قد نسيت	0
ملا كارثة هههههه نطقتو يا امين الله بهديك	1
في الحب ي لغى المنطق و ي ترك القلب لـ ينطق	0
برافو وليد تونس بلاد رجال ة الاشكال هذيكة خسارة فيهم الجنسية التونسية	1
وإن تمنيتم فتمنوا أن لا يريكم الله قيمة الاشياء بعد زوالها اللهم إني أعوذ بك من زوال نعمك	0
لان السرعه والحرار والارتفاع ضغط	0
صرف محسوس دلوں کو عشق کے الہام ہوتے ہیں محبت معجزہ ہے معجزے کب عام ہوتے ہیں ہے ناں	0
تقبل الله صيامكم وقيامكم ونسأل الله أن يتم بالعيد فرحت كم وك ل عام وأنتم ب خير	0
والله ما احلق لو يجي وزير التربية والتعليم اخر شي كذاpic	0
تبارك الله علاها	1
اهم حاجة صيدله علمتهالي مفيش صاحب بيتصاحب كل ما يتعلق بالكلية تعامل مع الناس كأنها اول مرة تشوفهم	0
فوق السلطة السيسي في فرنسا و هاني شاكر ضد قطر كاملة	0
هتقوم ان شاء الله وتبقا احسن من الاول وتعمليلها كل حاجه	0
علمنا امامنا قول الحق ولانخاف لومه لائم وذكر الحقائق احق من طمسها وانحرافها اليس تذكرون ليلا ونهارا الهلكوست وماجرى على اليهود فهل هذه عنصريه منكم	0
س ت علو الس نة الغ ر اء يوما وإن ر غ مت أ نوف الحاقدين وي ظهر نورها في كل أ ف ق وي نش ر خيرها للسالكين	0
كلكمم منافقين تتفرجو وتنبرو	1
مسلسل ماسط لاسط ما عجبنيش	1
الغربيه في حته تانيه كانت قرصنة	0
شد اعصاب وتوتر ليش يا الهلال ليش ياخي فوزوا خلاص ياخي كم سنه وابيتم تفوزون لييييييعععععععششششش	0
عيب عليه ما يجيش نضحكو على حد مش قاري ما حبيتهاش منو وكا لطفي بجاه ربي علاه جايبينو ماسط لاسط	1
حلم جميل	1
جعفور ديما متألق و عجبني كلامك و موقفك ليوم برافووووو	1
نحنا مهما بعدنا و ضعنا بلحظة بتلاقينا رجعنا وحده الحب بيبقي معنا وطن و غربة	0
آمين يا رب	0
أصل ماعندوش منطق و ما يعرفش يحكي	1
ههههههه عجبتني تمعوق كيف القطيطسه	1
وانت ليش لهذا الحد تدافع عن ال سعود وتنفي التهمة شنو انت سعودي لو احد اذنابها هسه لو هذه الحادثة حدثت بإيران كان سكتوا و دافعتو عن براءة السلطات هناك لو كان استغليتوا الفرصة وبقيتوا سنة تتكلمون حولها من فمك وادينك	0
أفضل ما تقدمه لله الذكر فلا تغفل ساعة عن تسبيح سبحان الله أو تحميد الحمد لله أو تهليل لا إله إلا الله أو تكبير الله أكبر قال النبي ﷺ لأ ن أقول سبحان الله والحمد لله ولا إله إلا الله والله أكبر أح ب إلي مما طلعت عليه الشمس	0
محلاك	1
شبح أنى فطب ومش حاسس نفسى دكتور مسيطر عليا جامد	0
ريم الرياحي فنانة في كلامها و في أناقتها و ديما متألقة و عندها الريشة و إنشاء الله ديما من أحسن للأحسن	1
تافه بالقوي	1
الرحمة لشهدائنا والعار لسياسي العراق	0
مبيض الارهاب المحامي الهزيل يمجد في الرحموني	1
جمعة مباركة أخي الكريم	0
انك تدي زول كف دا ما معناهو انك ما ملتزمه	0
عبد الفتاح مورو يبقى ديما معلم	1
كفو يا ابو يوسف ونعم الجيره	0
يا لطفي قتلك امي يزي مثرثرة سكر فمك	1
منين نج م نشري قميص	1
مسلسل متاع مظاهر سامي فهري الخامج اه لو يرجعوك لمرناقية على خاطر تحلت عينيك ياكلب	1
كلامو منطقي	1
تحية للاب المناضل	1
الناس يتراشقون هناك على مستوى البحار والمضايق حيث الخطر الاكبر والامور تتصاعد وشلل الفيس بوك حانبه بفلان وعلان الصحافة المصرية هي اكثر من يتناول موضوع البحر الاحمر والمتتبع الجيد يعرف لماذا تهتم مصر بهذا	0
طب ايش مش هنام لاإخذه يعني نفسي اعرف انا بنمش ليش هوا انا قلقاسه	0
عيني عبودي افندي هؤلاء لا يفكرون بالعراق قلقين عن العمق العربي المنافق الذين دمروا العراق بالحصار وقصف من قواعد هم ا	0
امين يا رب	0
باارشاا قحب	1
بحبكوو انتو الاتنين يا ولاد	0
تفووووووو عليك يا خالد شوكات يا منافق انت و لطفي يا كلاب خسارة ما فماش شكون خرجلكم عنيكم خاطر شكيب تنجمو تغلبوه يا منافقين بن علي توا ول زعيم يا تافهين في بالكم منعرفوش اللي قبل البرنامج تتفاهمو بش تغطيو على بعضكم	1
التواض ع ۈالاخلاق ۈالص دق آكبر جز ء من جم ال الش خص	0
تافه بالقوي	1
المهم يتحركوا والعدالة تطبق تاع الصح وعلى الكل	0
لطفي بلادة هههه	1
ماسط لاسط	1
يا بتاع السكر يا مسكر	0
تو الناس ليش مستعجل تشوف مستقبلك الظاهر ناوي تختم المادة إلى الفجر هههههههه	0
حيوان	1
تتطاولون على الشيخ الجمعة انه وجع السياط و انين الحرقة ياصعافقة	0
احسن مثال للمرا التونسية الشهلولة و الضحاكة و قلبها صافي	1
في كلمه زنديق	1
روعه والله	1
مامسطكم	1
٣٨ و نص اليوم	0
شعب تافه	1
كل التوفيق للغالية حسنية أكادير في مباراة اليوم ضد الزمالك المصري ان شاء الله الفوز ولا شيء الفوز لتعويض نتيجة الذهاب التي انتهت بالتعادل السلبي بملعب ادرار الكبير و التي كانت فيها السيطرة الكاملة للحسنية لولا التسرع وقلة التركيز ث من طرف اللاعبين	0
اميين يارب العالمين	0
من تدريب كاكا و مالديني واينزاجي وسيدورف وكريستيانو مارسيلو ودروجبا ولامبارد إلى تدريب ايوبي و ريتشارلسون و مايكل كين مسيرة حياتك عندما تتدهور	0
لمن ابوي يعزم واحد بنته حلوه	0
هذا الفريق الكبير في يوم مش يومه يطلع بتعادل فرق عن فريق يوم يبدا مش في يومه يخسر بال5	0
فوزي انسان يخاف ربي و باهي	1
مرأة بألف رجل	1
لطفا قم بعمل لايك على الصورة	0
معلم	1
مااااسط	1
منافق	1
آخر شي قحطوه لنقش عشتار عن الشجرة بدمشق عنجد كنت نازل اليوم لشوفه	0
هذا الرجل يقول كلام معسول	1
خر ف	1
كل شيء أتركه خلفي لا أعود إليه قد لا أ نهي شيئا بسهولة أتشبث به كثير ا لكنني أ جيد في لحظة غير متوقعة وضع نقطة نهاية دون رجوع أو ندم	0
أصبحنا و أصبح الملك لله والحمد لله و لا إله إلا الله وحده لا شريك له له الملك و له الحمد و هو على كل شيء قدير	0
صوتها باهي و يعطيك ألف صحة يا سامي المسلسل و را برشا حقائق	1
والله بنات بألف راجل	1
بعد ما توج بطل لأفريقيا ألف مبروك ل بطل افريقيا	0
بكل الاحوال جوابها غلط	0
ديما نشوف فيه ربي يرحمه ويجعل مثواه الجنه حسبي الله ونعم الوكيل	0
شركة سبيس إكس تطلق قمرا صناعيا لتزويد الأرض بإنترنت فائق السرعة	0
تفوووووو عليكم ياخماج	1
الدخول السياسي المقبل سيكون حاسم على جميع المستويات	0
ﺩﻭﻏﻠﮧ ﭘﻦ ﺍﺱ ﺩﻭﺭ ﮐﺎ ﺳﺐ ﺳﮯ ﺑﮍﺍ ﻣﻨﺎﻓﻊ ﺑﺨﺶ ﮐﺎﺭﻭﺑﺎﺭ ﮨﮯ	0
ماسط	1
نحبك يا لطفي الله يحفضك	1
ههههه يعطيك الصحة سامي برافو انا والله نتفرج كان على الحوار التونسي	1
ملا لطفي وملا جو معاه	1
يالطيففففف اش الاحساس دا	0
متاجرة بالدين من الصنف الأول و لها من الكذب و الدعارة السياسية و مرجع لتبييض الإرهاب و تمثل حزب متورط في الإرهاب و الإغتيالات السياسية	1
احنا ده و لا ايه	0
الترتيب الدولي لحرية الصحافة لعام المغرب في الرتبة	0
انا لما بتلغبط يبقي مش عارفه اعمل حاجه في حياتي	0
احلى زياد برجي نجاحات مع اليسا	1
يجزاك خير يا سعود	0
انها لا تمثل المرأة التونسية و من لا تحترم الرجال لا تحترم دينها هي ايضا لا تحترم ولدها	1
زينة تعجبني برشة تلقائية واصل عزيزتي ربي معاك	1
عصير نص ليمونه علي ملعقتين زيت زيتون وملعقة اصغيرة ازعتر اكويس للكحة	0
تعال تونس عشان تعرفهم	1
عرفنا رجال أحرار و زادت فينا الوطنية و الخوف على بلادنا	0
قناة منافقة وتخدم في الشر	1
يووووووه ياربي ممسطه ع اساس ناقصة تخلف تونس نزيدوها الاشكال هذوما العالم يتقدم ونحن نررجعو التالي	1
ماشاء الله	1
هيه سبحان الله خصب اليوم كانت جنة ولله الحمدلله	0
يارب ينزلوا خبر ينفون فيه هالمفاوضات الان	0
محلك	1
سمعناها من سنين	0
ونغني لو زاد الحنين ياريتو كان سفرا معاگ	0
عبد الفتاح مورو صريح و معلم	1
محلاك والله و محلا هدرتك	1
كلم يا حج	0
م رعبه كلمة سامحني لـ أن في أغلب الأحيان يكون بعدها فراق	0
احلى مااشتريت من ستاربلازا	0
ماسط ومن لاخر عورلها برشه و تحل في لعريض و هو شخصيه هزيله موش هزليه	1
الانتظار جمرررر ملتهب يحرق كل شيئ بلا دخان	0
ماسط لاسط	1
رحمك الله يا عفاش ضيعت أملنا حي وضيعته ميت	0
دورها في مسلسل موفيد ميعجبنيش	1
مرا هايلة	1
الماده طلعت قذره و عندكو حق في القلق اللي عاملينه	0
بعدين الاسم عناد9 السومة	0
العيب مش فيك في ابو صلعه لي جايبك حشمتونا قدام الاجانب جاب ربك لي ميفهموش تونسي برشا	1
لافاوەکەی ساڵی ١٩٨٧ بەردەرکی سەرا	0
تافهة ومنحطة ووسخة وما تفهم شيء في الدنيا وخاسرة منسوبة للمراة التونسية	1
ماااسطين برشا مستوى ردييء يا اعلام العار	1
وزارة الصحة تؤكد عدم وجود اي اصابة بانفلونزا الوبائية في العراقpic	0
يا بت الله يهديكي	1
افضل تركه التعليق والاكتفاء بالتحليل	0
قفلت شهرين واتس فتحت لقيت ٤ عاملين بلوك	0
اللهم امين يارب العالمين	0
شو هدا عار ما بعده عار	1
شيء غريب لكن ضروري الادارة توضح	0
طب البلد مفيهاش فلوس صح ايه كمية المرسيدس وال بي ام الي فالشارع دي	0
معلومة على الطاير	0
مسك الختام قبل الساعة	0
حسين يااجمل و احلى فنان في العالم	1
من غير كذب يستحق الجوائز لطفي لانو من احسن الكومديين في تونس	1
ههههههه صلاة بظون بدون روكوع	0
ربي يعطيها ما تتمنى و بالحق هذاكا حب كيف تلقى شكون واقف معاك	1
محلاها نحبها برشااااا	1
أما المذيع ظهرلي فيه م ت خل ق خير من برشة ع ب اد كانوا موجودين	1
صورة البروفايل تفسر الكثير	0
قمة عار انوا ناقشوا في موضوع محرم في دين اسلامي نهى عليه القران والله شي اسف	1
ما شاء الله	0
وهوه انتي حكمتي على الرجاله ازاي انهم زي السمك أشكال وألوان بس الزفارة وحدة كنتي راجل قبل كده	0
عاشق سارح في الملكوت مايهموش العمر يفوت يدفع في الحرية حياته و لو اتكتف للحظة يموت	0
دمااغ شغاله مش بتنام	0
كذاب ومنافق	1
ﺳﻮﭼﺘﺎ ﮨﻮﮞ ﮐﮧ ﮐﮩﯿﮟ ﺗﯿﺮﮮ ﺗﻌﺎﻗﺐ ﻣﯿﮟ ﻧﮧ ﮨﻮ ﻭﮦ ﺍﺫﯾﺖ ﺟﻮ ﻣﺮﯼ ﻧﯿﻨﺪ ﺍ ﮌﺍ ﺩﯾﺘﯽ ﮨﮯ	0
الاستاذ الدكتور جمال قويpic	0
شنوة صار تفووووه عليكم ملا تفاهات	1
هون علينا شمس اسوان يا رب	0
هههههههههه اعمل ايه انتي الي مش فاهمه	0
به ڤیدیۆ لۆكه بوو به دایك خه ندان ئاڤان فارس كچه گۆرانیبێژ لۆكه تازه ترین كاری هونه ری خۆی بۆ	0
ملا مناظر مقلبه	1
ارهابي متنكر	1
بالفعل ميسي هو الأحق بها	0
برو الله يعريكم يا وجوه الضبوط	1
مالا شلايك خماج رهوط تعدو فيهم	1
وصلنا لنقطة ولينا مانحيروش كل شيء ممكن في الجزائر	0
من الحي ن أقلك بنخسر	0
ايسكو لاعب اليوم اسيست وهدف	0
كلية الحقوق والعلوم السياسية مخبر حماية و ترقية الأسرة و حقوق المرأة و الطفل ينظم الملتقى الدولي حماية الأطفال من مخاطر المعلوماتية يومي و نوفمبر بقاعة المحاضرات الكبرى جرفي مبارك القطب الجامعي تاسوست	0
فعلا قمة الفسق	1
بيه ديمه متألق	1
نكد بيتكلم انا اول مره اشوف نكد بيتكلم والله	0
حبيبي كان هني و سهيان ما في غير ه	0
ولا عشانو صومالي	0
ثقف نفسك ىا امين وكن في مستوى القناة فانت تافه جدا تفاهة بية المراهقة ارحل عن القناة	1
كي تفرجت في حسان كنت نتبسم من غير ما نشعر هذا هو الإبداع الحقيقي انت فنان ومهبول ومبدع برافو	1
نموت و نعرف علاش تضحك اففف ممسطك و ملسطك	1
محلاه لكلام لي قالو يرتح و يفرح و يبشر بالخير	1
الله على أيام زمان	0
مسلسل شذوذ الجنسي وقلة الاحترام وتشجيع القحاب على الزنا والخيانة	1
ستانس بطحين في عهد بن علي ومينجمش يبطل	1
الا ياشحيح الوصل عني وانا راجيه على راحتك لاعاد ترجع على شاني انا تبت عن درب المحبة ولا أدري ليه لكن المهم اللي مضا منه كف اني	0
بطاقة صفراء لبيل	0
لا مجال للمقارنة	0
هههههههههههه حتى نشوف ف الكلام وساكته	0
و الله راجل و كلامو صحيح علاش ما نلقاوش شباب زي خالد شوكات يكونو قدوة لشبابنا	1
الموضوع الثاني تصوير الوجوه البورتريه هنا يختلف عن حياة الناس لانه ف تصوير الوجوه غالبا غالبا تريد تستأذن من الشخص قبل او بعد التصوير لانه قاااصد وجهه ف يمكن ما يعجبه شكله	0
شيب و لعيب كان توب الا ربي خيرلك	1
يا صديقي إن قلوب الناس م كتظة بأمور يجهل ها حتى أعز الأقرباء ف م ر ه ي نا	0
اتمنيت وليد التونسي اصرفق الخامج متاع شمس ابردلي فيه قلبي مخمجوا و ما صح عينوا الشيخ الفاضل ايقلو ربي قال ايتاء هذا الفعل و التجاهر به حراااااام و هو يناقش و نطالب بحريتي	1
جاهل متاع راس لنبوط	1
على الحكومه ضمان الامن الغذائي والسيطره على اسعار المواد العذائيه وتسعيرها ومن ثم تعويض العوائل الفقيره عن الغاءها الحل الامثل للخلاص من مشاكل البطاقه التموينيه	0
كان عليك أن تبتسم فقط كي يضمني العالم بأكمله	0
وحدك يا زينة يا قصرينية اسم على مسمى والصوت ما خلاش	1
ممتاز طيح عالكل	1
قناصة مليشيا الحوثي المتمركزة في محيط تبة الصالحين تقتل الطفلة رسائل صامد أثناء جلبها الماء بقرية الشقب في منطقة النجد قبحهم اللهpic	0
حلووه تلبسيها بـ الهناء	0
بالتوفيق فى القادم ان شاء الله	0
الله لا تربحك يا قناة المخور تفووو عليك واحد واحد	1
هالكلب هذا مزال يمد في وجهو في التلفزة	1
و بالنسبه للشيشه اي موقفها ف الموضوع ده	0
مرأة تونسية متألقة	1
مثال للهرج و الميوعة لا مواقف له بكبسة زر تنقلب و لا فن له لكنه أصر على الحظور بالتهريج و المرج	1
تعجبني هاجر زعما نلقى وحد كيفها تعيش معايا في الجزائر	1
علشان مفيش في جيبي غير جنيه لآخر الشهر	0
كم تبغيي له ٢٠ ريال ٣٠ اشتغلي بلبسه العيد الجاي	0
مستوى منحط و اختيار عشوائي لهذه الحلقة	1
تعيش وتترحم ي الطيب اللهم اميين يارب العالمين	0
النهضة هاد العام راه عندها فرقة و هي خدات واحد النضج كروي فالمشاركات الافريقية ولاو يعرفو كيفاش يربحو الماتش و لقجع مبقاش هو الرئيس ديال النهضة البركانية	0
محزن انتهاء رمضان رغم فرحة العيد والمحزن أكثر أن رمضان انت هكت حرمته وروحانيته بشكل سافركأنه نزل ضيفا في	0
مرزنك و مرزن ملايكتك	1
متربي وبحبوح ومحترم	1
لعنة الله عليكم	1
كل عام وانتي حبيبة اختك	0
لا يليق بابرنامج و لا يستطيع ان يكون صحفي السيد نهظاوي	1
لطفي العبدلي كارثة اخلاقية الوقاحة تشكوك لقلة الادب	1
وش أسمه في اي هرب ماحصلته	0
البرنامج كلو ماسط لاسط	1
برا روح	1
فسد كيدخل خشمو فالسياسة	1
انطلاق المفاوضات الرسمية مع الحكومة حول ملف المهندسين	1
انا البحر في احشائه الدر كامن	0
الي ما يعجبه طبعي يطبع بمكتبه ثانيه	0
ماسطين كيفك	1
احلى نور شيبة	1
انت معلم و احنا منك نتعلم	1
حاجة كيما هاذي تشوفهاش كل يوم هذا هو شباب تونس الواعي	1
معلمة	1
بالله بعدو علينا ها المارك كيفو كي لوريمي كي البحيري كي ديلو الماكي كي شورو كي اللوز من المنابر والتلافز هما سبب المصايب في البلاد ربي يهلكهم	1
تابع هذا الهاشتاق شخص ممتاز وثقة	0
اسوء فترة بعيشها	0
اليوم غنات اش اسمها منال عالقطاطس والبارح غنات عالبوخوخو وغدوة تغني على دجاج المكينة ملا مهزلة وين ماشين ب هالفن الي طايح سعدو	1
ههههه الجنون فنون	0
حفيان جيعان عريان طحان	1
تعجبني برشا وياسر متألقة انشاء الله تكملي هكاا	1
قحبة	1
ربنا يرحمها ويغفر لها ويسكنها فسيح جناته	0
نتقدم نحن أسرة متوسطة وثانوية قرن قريش بالشكروالعرفان لمقام خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز على تقديم الاختبارات قبل شهررمضانpic	0
صينية قهوة هههههه كارثة	0
الله يخليكم لبعض ويطول بعمرها ع طاعته	0
حسبي الله عليييييييهم الله ينتقم منهم	0
شبعة ضحك	1
اتعبتني المتاهات مغتربة في داخلي تسافرين بين اهات واهات واحملك وجع تتوه به الطرقات وانا في صمتي انتظرك يا اجمل اللعنات تحملني بحثا عنك العيون العابرات هل رئووك اي طرق الله توصلني اليك اتعبتني المسافات ويشتعل الحنين اليك وهج ادمع ونظرات اين انتي يارب اتعبتني عيونها الناعساتpic	0
انت بي الذات ي سيدا م تاكل من الليله	0
القنوات الناقلة للنزال عفاك الى كنت عارفهم	0
المجد لأصحاب الكلمة الأخيرة والموقف الأخير ومن يبقى حتى اللحظة الأخيرة ك ل لشبيبة	0
تسبي في احمد اندلسي يامسخة وبري شوفي مراء كيفك ارقد معها يامريضة و عجبني شيخ و وليد كي سخسخوكم معليم و ربي معكوم و نشاله تتقطع ضاهرة هذي	1
برشة مساطة واسقوطية وحط في بالك رانا نتفرجو عائلات	1
دوكەڵی نێرگەلە دخان نركيله	0
أمسط واحد فدنيا	1
حسان من الجزاير لا تمثل المراة التونسية المسلمة عاهرة بكل المقاييس	1
صوتو ماشاء الله	0
انا لسة صاحي وهطبق للشغل ويوم جميل	0
ليتني اقدر اقول كل الكلام اللي بقلبي	0
اوين يعزموني لانه امنية معي	0
و لن تجد عينا تراك جميل ب قدر الجمال الذي تراك به عيناي	0
انتو هل حصل عملتو انتخابات موووتو بغيظكم	0
بربي قولولي ياخي شكيب درويش وجهو مقزدر الي يجي ينبزو و هو مزال مقحف و جهو في التلفغزة بربي يا شكيب برا شوف حل لحياتك راهو معادش فاها وراس خويا	1
لا يستطيع ان يكون صحفي محايد	1
الضحكة خطفت قلبى	0
١٩ ديسمبر المجد للشهداء في عليائهم	0
والله سيفدا مأثره عليش كثير	0
شبيها ولات هكا ماشيا وتمصاط	1
والله السكر طلع راني حايرة واش بيهم	0
ممتاز	1
اعلام العار مسيبين مشاكل لبلاد و عامللين قاوق على كمشة همال يا مسخين	1
وكل واحد يستعمل حقه وده شيئ ما يزعلش حد	0
يا قناة الحمار يا قناة الدعارة يا قناة الماخور تفووووه عليكم و على كل كلب دافع عالمثلية الجنسية يا مسخين يا كلاب يا فساد لعنة الله عليكم و على ولديكم الكلاب يا مسخين يا ولاد الكلب	1
التمقعير على الناس و تشليكهم هو قلة حيا موش ضمار	1
لو تفهمون كوره والله ما تقيلونه المنتخب ما فيه إلا الأحبابي و مبخوت مخرجات الدوري عندكم ضعيفه جدا المشكلة مو في المدرب المشكلة في الأدوات المتوفرة هذي إمكانياتها إقاله مارفيك تخدير مش حل و هذي الإقاله راح تزيد الطين بله بالمختصر إستقاله إتحاد الكورة هو الحل	0
اللهم أعذنا من عذاب القبر	0
قناة الدعارة	1
مبلا ونضفت الاقلام كمان	0
كي تجي بيونة تمسطها	1
ييمكن الايام تقسى لكن احنا صعب ننسى	0
موهرة	1
ماصطه لاسطه	1
آه يا أحمد حفصي حكمك ل	0
ملاهط تونس	1
متخليش قلبك ابيض عشان الابيض بيتبهدل بسرعه	0
نحبها ويعجبني كلامها	1
حصان بلجيكا الأسود	0
لربما تبكي أحيانا من طهر قلبك	0
فعلا هنيئا لها على الجهود التى بذلت من اجل تعقب المجرمين و معاقبتهم	0
عليكم اللعنة عملتو العار	1
والله خسارة فيهم كلمة عالم هو ومحمد الطالب اكبر جاهلين رايتهم في حياتي والله هذان الشخصان عار على تونس	1
تافه و ما تجي شي البرنوس متاع المرزوقي انظف منك	1
يا عظيمة في ظابط عندنا في اللواء بيقولي انك فشخته في الفرقة	0
شيئان يدمران الإنسان الإنشغال بالماضي و الإنشغال بالآخرين فمن طرق باب الماضي أضاع المستقبل ومن راقب الآخرين	0
تعجبني في أخلاقها و راكزة في كلامها من أحسن الممثلات في تونس	1
هذا تسليط من الله	0
مل رشاقه ومل جمال نهديها جائزة نوبل الأنوثة	1
كل الحروب حمقاء واكثرها حماقه حرب اليمن	0
مالا منضر مشوم لاعب فيها مثقف وعندو في مخو انا مريت عندو كاااان الفسااااد و قلة الحياء على تونس السلام بالمناظر هذوا	1
طيب والمهر اللى دافعه	0
ماشاء الله	1
ذاكرتي تسير على أطراف أصابعه متورطة بالانتظار تخشى لصوص الليل وصعاليك النهار مدري وش آلسآلفه بس شكل الكلآم فخ م ﻣ ﮧڕھ قلت آآرسله	0
منحط منحط منحط منحط منحط منحط منحط	1
وســـــطوحي يطلع فد ان والفدان يحتاج مروى	1
معلم	1
معللللللم	1
ما ثماش ما اسخف منو	1
ديما منور يا شيخ	1
ههههه فتوى الانترنت	0
هاهاهاهاها مليحة هاذي عندك تكرهنا معاهم تحية متبادلة	0
اقدس الصداقات التي لا تأثر بها قلة المحادثة	0
افوز بجائزة اخيس نظام نوم بالعالم كله	0
تابع علاج النقرس ما هو النظام الغذائي وكم تتروح فتره العلاج ولك الشكر والتقدير	0
لعل اليوم يختلف عن كل الإيام و يأتي لي و لكم بالخير المقصود	0
هبليهم بالوردي حلومة	1
كارفخال بتبع نظام سارحه والرب راعيها لو زيدان ما لقى حل ع الشوط الثاني راح ناكل اوبح	0
حاجة غريبة بالجد ناس طالعة مظاهرة تتضامن فيها مع زول ثبت انو حرامي	0
غالطة وغلطوك في روحك بااااااااارشا	1
علاش نفس الوجوه معادش تونس فيها رجال و نساء راهو مساط البرنامج و نهايتو قريبة جيب وجوه جدد ولا باش تفلسو على قريب	1
مش غريب عليه التبندير	1
أكيد هنا وفي كل مكان في البيت مع الاهل والمواصلات وفي المكان العمل كل حته لازم نعمل على نشر الوعي عشان ما تجينا حكومه تاني والناس تنتظر سنه	0
لا تشوفه بيكدر مزاجك	0
جعلكم الله من الداعين للخير	0
منحبوش ماسط وقبيح ويحترم حتى حد وموش متربي وعندوش اخلاق جله	1
رزينة في كلامها و نعتبرها من احسن الممثلين التونسيين و ملخر عسل عسل عسل	1
كافر	1
والله حرام عليه	0
هههههه طايره	1
احسنت سي جلول	1
وجيهة ديما كلاس	1
غيرة النسوان وين روحتي يا ام صقر	0
الله يعطيك الصحة خونا علاء ونشاء الله يتلم شمل كل عائلة	1
أنعم من البسمة مرورك على البال	0
مسلسل معبي بالقحاب	1
متهور	1
ارمستا راك فووووووور ربي يوفقك تحيا من الجزائر	1
